49745
LOC103844566	LOC103844566	MissingGeneType
LOC103844565	LOC103844565	MissingGeneType
TRNAK-CUU	TRNAK-CUU	MissingGeneType
LOC103844564	LOC103844564	MissingGeneType
LOC103844563	LOC103844563	MissingGeneType
LOC103844561	LOC103844561	MissingGeneType
LOC103844562	LOC103844562	MissingGeneType
LOC103844560	LOC103844560	MissingGeneType
LOC103844559	LOC103844559	MissingGeneType
LOC103844558	LOC103844558	MissingGeneType
LOC103844557	LOC103844557	MissingGeneType
LOC103844555	LOC103844555	MissingGeneType
LOC103844556	LOC103844556	MissingGeneType
LOC117129104	LOC117129104	MissingGeneType
LOC103844554	LOC103844554	MissingGeneType
LOC103844553	LOC103844553	MissingGeneType
LOC103844552	LOC103844552	MissingGeneType
LOC103844551	LOC103844551	MissingGeneType
LOC103844550	LOC103844550	MissingGeneType
LOC103844549	LOC103844549	MissingGeneType
LOC103844548	LOC103844548	MissingGeneType
LOC103844547	LOC103844547	MissingGeneType
LOC103844545	LOC103844545	MissingGeneType
LOC103844544	LOC103844544	MissingGeneType
LOC103844542	LOC103844542	MissingGeneType
LOC103844543	LOC103844543	MissingGeneType
LOC108868796	LOC108868796	MissingGeneType
LOC103844540	LOC103844540	MissingGeneType
LOC103844538	LOC103844538	MissingGeneType
LOC103844536	LOC103844536	MissingGeneType
LOC103844537	LOC103844537	MissingGeneType
LOC103844535	LOC103844535	MissingGeneType
LOC103844534	LOC103844534	MissingGeneType
LOC103844716	LOC103844716	MissingGeneType
LOC117129096	LOC117129096	MissingGeneType
LOC117129090	LOC117129090	MissingGeneType
LOC117129081	LOC117129081	MissingGeneType
LOC103844530	LOC103844530	MissingGeneType
LOC103844532	LOC103844532	MissingGeneType
LOC103844533	LOC103844533	MissingGeneType
LOC117129099	LOC117129099	MissingGeneType
LOC103844529	LOC103844529	MissingGeneType
LOC103844712	LOC103844712	MissingGeneType
LOC103844528	LOC103844528	MissingGeneType
LOC103844527	LOC103844527	MissingGeneType
LOC103844526	LOC103844526	MissingGeneType
LOC103844525	LOC103844525	MissingGeneType
LOC103844524	LOC103844524	MissingGeneType
LOC103844523	LOC103844523	MissingGeneType
LOC103844521	LOC103844521	MissingGeneType
LOC103844520	LOC103844520	MissingGeneType
LOC103844710	LOC103844710	MissingGeneType
LOC117129003	LOC117129003	MissingGeneType
LOC103844708	LOC103844708	MissingGeneType
LOC103844518	LOC103844518	MissingGeneType
LOC103844516	LOC103844516	MissingGeneType
LOC103844517	LOC103844517	MissingGeneType
LOC103844514	LOC103844514	MissingGeneType
LOC103844515	LOC103844515	MissingGeneType
LOC103844513	LOC103844513	MissingGeneType
LOC103844512	LOC103844512	MissingGeneType
LOC117129043	LOC117129043	MissingGeneType
LOC117129101	LOC117129101	MissingGeneType
LOC117129004	LOC117129004	MissingGeneType
LOC117129005	LOC117129005	MissingGeneType
LOC117129006	LOC117129006	MissingGeneType
LOC117129066	LOC117129066	MissingGeneType
LOC117129068	LOC117129068	MissingGeneType
LOC103844510	LOC103844510	MissingGeneType
LOC103844511	LOC103844511	MissingGeneType
LOC103844509	LOC103844509	MissingGeneType
LOC108870200	LOC108870200	MissingGeneType
LOC108870199	LOC108870199	MissingGeneType
LOC103844507	LOC103844507	MissingGeneType
LOC103844506	LOC103844506	MissingGeneType
LOC103844505	LOC103844505	MissingGeneType
LOC103844504	LOC103844504	MissingGeneType
LOC103844503	LOC103844503	MissingGeneType
LOC103844502	LOC103844502	MissingGeneType
LOC117129048	LOC117129048	MissingGeneType
LOC103844500	LOC103844500	MissingGeneType
LOC103844499	LOC103844499	MissingGeneType
LOC117129046	LOC117129046	MissingGeneType
LOC103844705	LOC103844705	MissingGeneType
LOC103844703	LOC103844703	MissingGeneType
LOC117129457	LOC117129457	MissingGeneType
LOC117129446	LOC117129446	MissingGeneType
LOC117129468	LOC117129468	MissingGeneType
LOC117129472	LOC117129472	MissingGeneType
LOC117129458	LOC117129458	MissingGeneType
LOC117129445	LOC117129445	MissingGeneType
LOC117129437	LOC117129437	MissingGeneType
LOC117129469	LOC117129469	MissingGeneType
LOC117129473	LOC117129473	MissingGeneType
TRNAD-GUC	TRNAD-GUC	MissingGeneType
LOC103844498	LOC103844498	MissingGeneType
LOC103844497	LOC103844497	MissingGeneType
LOC117129073	LOC117129073	MissingGeneType
LOC103844495	LOC103844495	MissingGeneType
TRNAQ-CUG	TRNAQ-CUG	MissingGeneType
LOC103844494	LOC103844494	MissingGeneType
LOC103844493	LOC103844493	MissingGeneType
LOC103844492	LOC103844492	MissingGeneType
LOC103844490	LOC103844490	MissingGeneType
LOC103844489	LOC103844489	MissingGeneType
LOC103844702	LOC103844702	MissingGeneType
LOC117129105	LOC117129105	MissingGeneType
LOC103844488	LOC103844488	MissingGeneType
LOC103867921	LOC103867921	MissingGeneType
LOC103844326	LOC103844326	MissingGeneType
LOC103844325	LOC103844325	MissingGeneType
LOC103844324	LOC103844324	MissingGeneType
LOC103844323	LOC103844323	MissingGeneType
LOC103844322	LOC103844322	MissingGeneType
LOC103844321	LOC103844321	MissingGeneType
LOC117129453	LOC117129453	MissingGeneType
LOC117129454	LOC117129454	MissingGeneType
LOC103844320	LOC103844320	MissingGeneType
LOC103844319	LOC103844319	MissingGeneType
LOC103844317	LOC103844317	MissingGeneType
LOC103844316	LOC103844316	MissingGeneType
LOC103844315	LOC103844315	MissingGeneType
LOC117129007	LOC117129007	MissingGeneType
LOC103844459	LOC103844459	MissingGeneType
LOC103844313	LOC103844313	MissingGeneType
LOC103844311	LOC103844311	MissingGeneType
LOC103844312	LOC103844312	MissingGeneType
LOC103844310	LOC103844310	MissingGeneType
LOC103844309	LOC103844309	MissingGeneType
LOC103844307	LOC103844307	MissingGeneType
LOC103844306	LOC103844306	MissingGeneType
LOC103844305	LOC103844305	MissingGeneType
LOC103844304	LOC103844304	MissingGeneType
LOC103844303	LOC103844303	MissingGeneType
LOC103844302	LOC103844302	MissingGeneType
LOC103844299	LOC103844299	MissingGeneType
LOC103844457	LOC103844457	MissingGeneType
LOC103844298	LOC103844298	MissingGeneType
LOC103844297	LOC103844297	MissingGeneType
LOC103844296	LOC103844296	MissingGeneType
LOC103844295	LOC103844295	MissingGeneType
LOC103844293	LOC103844293	MissingGeneType
LOC108868757	LOC108868757	MissingGeneType
LOC117129103	LOC117129103	MissingGeneType
LOC103844291	LOC103844291	MissingGeneType
LOC103844289	LOC103844289	MissingGeneType
LOC103844286	LOC103844286	MissingGeneType
LOC103844287	LOC103844287	MissingGeneType
LOC103844288	LOC103844288	MissingGeneType
LOC108870213	LOC108870213	MissingGeneType
LOC117129008	LOC117129008	MissingGeneType
LOC103844284	LOC103844284	MissingGeneType
LOC103844455	LOC103844455	MissingGeneType
LOC103844283	LOC103844283	MissingGeneType
LOC103844454	LOC103844454	MissingGeneType
LOC108870196	LOC108870196	MissingGeneType
LOC103844281	LOC103844281	MissingGeneType
LOC117129053	LOC117129053	MissingGeneType
LOC117129058	LOC117129058	MissingGeneType
LOC117129059	LOC117129059	MissingGeneType
LOC117129009	LOC117129009	MissingGeneType
LOC117129097	LOC117129097	MissingGeneType
LOC117129041	LOC117129041	MissingGeneType
LOC117129098	LOC117129098	MissingGeneType
LOC117129062	LOC117129062	MissingGeneType
LOC103844279	LOC103844279	MissingGeneType
LOC103844277	LOC103844277	MissingGeneType
LOC117129102	LOC117129102	MissingGeneType
LOC103844276	LOC103844276	MissingGeneType
LOC103844275	LOC103844275	MissingGeneType
LOC103844274	LOC103844274	MissingGeneType
LOC103844273	LOC103844273	MissingGeneType
LOC103844272	LOC103844272	MissingGeneType
LOC103844271	LOC103844271	MissingGeneType
LOC103844270	LOC103844270	MissingGeneType
LOC103851739	LOC103851739	MissingGeneType
TRNAG-GCC	TRNAG-GCC	MissingGeneType
LOC103844268	LOC103844268	MissingGeneType
LOC103844267	LOC103844267	MissingGeneType
LOC103844266	LOC103844266	MissingGeneType
LOC103844264	LOC103844264	MissingGeneType
LOC103844265	LOC103844265	MissingGeneType
LOC103844263	LOC103844263	MissingGeneType
LOC103844262	LOC103844262	MissingGeneType
LOC117129050	LOC117129050	MissingGeneType
LOC117129040	LOC117129040	MissingGeneType
LOC103844259	LOC103844259	MissingGeneType
LOC103844260	LOC103844260	MissingGeneType
LOC103844258	LOC103844258	MissingGeneType
LOC103844256	LOC103844256	MissingGeneType
LOC103844255	LOC103844255	MissingGeneType
LOC103844254	LOC103844254	MissingGeneType
LOC103844253	LOC103844253	MissingGeneType
LOC117129374	LOC117129374	MissingGeneType
LOC103844251	LOC103844251	MissingGeneType
LOC103844252	LOC103844252	MissingGeneType
LOC103844453	LOC103844453	MissingGeneType
LOC103844250	LOC103844250	MissingGeneType
LOC103844248	LOC103844248	MissingGeneType
LOC103844247	LOC103844247	MissingGeneType
LOC103844246	LOC103844246	MissingGeneType
LOC103844451	LOC103844451	MissingGeneType
LOC103844449	LOC103844449	MissingGeneType
LOC103844245	LOC103844245	MissingGeneType
LOC103844244	LOC103844244	MissingGeneType
LOC103844243	LOC103844243	MissingGeneType
LOC103844242	LOC103844242	MissingGeneType
LOC103844240	LOC103844240	MissingGeneType
LOC103844239	LOC103844239	MissingGeneType
LOC103844237	LOC103844237	MissingGeneType
LOC103844236	LOC103844236	MissingGeneType
LOC103844235	LOC103844235	MissingGeneType
LOC103844234	LOC103844234	MissingGeneType
LOC103844233	LOC103844233	MissingGeneType
LOC103844232	LOC103844232	MissingGeneType
LOC103844448	LOC103844448	MissingGeneType
LOC103844447	LOC103844447	MissingGeneType
LOC103844230	LOC103844230	MissingGeneType
LOC103844229	LOC103844229	MissingGeneType
LOC103844228	LOC103844228	MissingGeneType
LOC103844226	LOC103844226	MissingGeneType
LOC103844227	LOC103844227	MissingGeneType
LOC103844225	LOC103844225	MissingGeneType
LOC103844224	LOC103844224	MissingGeneType
LOC103844223	LOC103844223	MissingGeneType
LOC103844221	LOC103844221	MissingGeneType
LOC103844219	LOC103844219	MissingGeneType
LOC103844217	LOC103844217	MissingGeneType
LOC103844216	LOC103844216	MissingGeneType
LOC103844215	LOC103844215	MissingGeneType
LOC103844206	LOC103844206	MissingGeneType
LOC103844210	LOC103844210	MissingGeneType
LOC103844442	LOC103844442	MissingGeneType
LOC103844204	LOC103844204	MissingGeneType
LOC103844207	LOC103844207	MissingGeneType
LOC103844203	LOC103844203	MissingGeneType
LOC103844202	LOC103844202	MissingGeneType
LOC103844441	LOC103844441	MissingGeneType
LOC103844200	LOC103844200	MissingGeneType
LOC103844199	LOC103844199	MissingGeneType
LOC103844198	LOC103844198	MissingGeneType
LOC103844196	LOC103844196	MissingGeneType
LOC103844197	LOC103844197	MissingGeneType
LOC103844195	LOC103844195	MissingGeneType
LOC103844194	LOC103844194	MissingGeneType
LOC103844192	LOC103844192	MissingGeneType
LOC117129012	LOC117129012	MissingGeneType
LOC103844190	LOC103844190	MissingGeneType
LOC103844439	LOC103844439	MissingGeneType
LOC103844188	LOC103844188	MissingGeneType
LOC103844187	LOC103844187	MissingGeneType
LOC103844186	LOC103844186	MissingGeneType
LOC103844184	LOC103844184	MissingGeneType
LOC103844183	LOC103844183	MissingGeneType
LOC103844438	LOC103844438	MissingGeneType
LOC117129116	LOC117129116	MissingGeneType
LOC117129382	LOC117129382	MissingGeneType
LOC103844437	LOC103844437	MissingGeneType
LOC103844180	LOC103844180	MissingGeneType
LOC117129183	LOC117129183	MissingGeneType
LOC103844179	LOC103844179	MissingGeneType
LOC103844177	LOC103844177	MissingGeneType
LOC103844178	LOC103844178	MissingGeneType
LOC103844176	LOC103844176	MissingGeneType
LOC103844170	LOC103844170	MissingGeneType
LOC103843903	LOC103843903	MissingGeneType
LOC103844173	LOC103844173	MissingGeneType
LOC103844174	LOC103844174	MissingGeneType
LOC103844175	LOC103844175	MissingGeneType
LOC103844169	LOC103844169	MissingGeneType
LOC103844165	LOC103844165	MissingGeneType
LOC103844168	LOC103844168	MissingGeneType
LOC103844164	LOC103844164	MissingGeneType
LOC103844163	LOC103844163	MissingGeneType
LOC103844162	LOC103844162	MissingGeneType
LOC103844161	LOC103844161	MissingGeneType
LOC103844160	LOC103844160	MissingGeneType
LOC103844158	LOC103844158	MissingGeneType
LOC103844157	LOC103844157	MissingGeneType
LOC103844156	LOC103844156	MissingGeneType
LOC103844155	LOC103844155	MissingGeneType
LOC103844153	LOC103844153	MissingGeneType
LOC103844154	LOC103844154	MissingGeneType
LOC103844152	LOC103844152	MissingGeneType
LOC103844151	LOC103844151	MissingGeneType
LOC103844149	LOC103844149	MissingGeneType
LOC103844146	LOC103844146	MissingGeneType
LOC103844429	LOC103844429	MissingGeneType
LOC103844428	LOC103844428	MissingGeneType
LOC103844145	LOC103844145	MissingGeneType
LOC117128950	LOC117128950	MissingGeneType
LOC103844144	LOC103844144	MissingGeneType
LOC103844143	LOC103844143	MissingGeneType
LOC103844142	LOC103844142	MissingGeneType
LOC103844139	LOC103844139	MissingGeneType
LOC103844136	LOC103844136	MissingGeneType
LOC103844135	LOC103844135	MissingGeneType
LOC103844134	LOC103844134	MissingGeneType
LOC103844133	LOC103844133	MissingGeneType
LOC103844132	LOC103844132	MissingGeneType
LOC117128988	LOC117128988	MissingGeneType
LOC103844131	LOC103844131	MissingGeneType
LOC117128905	LOC117128905	MissingGeneType
LOC117129014	LOC117129014	MissingGeneType
LOC117128906	LOC117128906	MissingGeneType
LOC103854583	LOC103854583	MissingGeneType
LOC103854582	LOC103854582	MissingGeneType
TRNAN-GUU	TRNAN-GUU	MissingGeneType
LOC108870912	LOC108870912	MissingGeneType
LOC103844128	LOC103844128	MissingGeneType
LOC103844129	LOC103844129	MissingGeneType
LOC103844126	LOC103844126	MissingGeneType
LOC103844425	LOC103844425	MissingGeneType
LOC103844124	LOC103844124	MissingGeneType
LOC103844125	LOC103844125	MissingGeneType
LOC103844123	LOC103844123	MissingGeneType
LOC103844122	LOC103844122	MissingGeneType
LOC103844121	LOC103844121	MissingGeneType
LOC103844120	LOC103844120	MissingGeneType
LOC103844119	LOC103844119	MissingGeneType
LOC103844117	LOC103844117	MissingGeneType
LOC103844114	LOC103844114	MissingGeneType
LOC103844115	LOC103844115	MissingGeneType
LOC103844113	LOC103844113	MissingGeneType
LOC103844112	LOC103844112	MissingGeneType
LOC103844423	LOC103844423	MissingGeneType
LOC103844422	LOC103844422	MissingGeneType
LOC117125690	LOC117125690	MissingGeneType
LOC103844110	LOC103844110	MissingGeneType
LOC103844109	LOC103844109	MissingGeneType
LOC103844108	LOC103844108	MissingGeneType
LOC103844106	LOC103844106	MissingGeneType
LOC103844105	LOC103844105	MissingGeneType
LOC103844104	LOC103844104	MissingGeneType
LOC103844103	LOC103844103	MissingGeneType
LOC103844102	LOC103844102	MissingGeneType
LOC103844101	LOC103844101	MissingGeneType
LOC103844100	LOC103844100	MissingGeneType
LOC103844099	LOC103844099	MissingGeneType
LOC103844097	LOC103844097	MissingGeneType
LOC103844096	LOC103844096	MissingGeneType
LOC103844095	LOC103844095	MissingGeneType
LOC103844094	LOC103844094	MissingGeneType
LOC103844093	LOC103844093	MissingGeneType
LOC103844092	LOC103844092	MissingGeneType
LOC103844091	LOC103844091	MissingGeneType
LOC103844090	LOC103844090	MissingGeneType
LOC103844087	LOC103844087	MissingGeneType
LOC117129024	LOC117129024	MissingGeneType
LOC103844084	LOC103844084	MissingGeneType
LOC103844083	LOC103844083	MissingGeneType
LOC103844082	LOC103844082	MissingGeneType
LOC103844080	LOC103844080	MissingGeneType
LOC103844081	LOC103844081	MissingGeneType
TRNAT-UGU	TRNAT-UGU	MissingGeneType
LOC103844077	LOC103844077	MissingGeneType
LOC103844078	LOC103844078	MissingGeneType
LOC103844076	LOC103844076	MissingGeneType
LOC103844074	LOC103844074	MissingGeneType
LOC103844075	LOC103844075	MissingGeneType
LOC103844073	LOC103844073	MissingGeneType
LOC103844072	LOC103844072	MissingGeneType
LOC103844071	LOC103844071	MissingGeneType
LOC108870198	LOC108870198	MissingGeneType
LOC103844068	LOC103844068	MissingGeneType
LOC103844067	LOC103844067	MissingGeneType
LOC117129163	LOC117129163	MissingGeneType
LOC108870323	LOC108870323	MissingGeneType
LOC117129166	LOC117129166	MissingGeneType
LOC117129162	LOC117129162	MissingGeneType
LOC117129165	LOC117129165	MissingGeneType
LOC117129160	LOC117129160	MissingGeneType
LOC117129169	LOC117129169	MissingGeneType
LOC117129164	LOC117129164	MissingGeneType
LOC103844066	LOC103844066	MissingGeneType
LOC103844065	LOC103844065	MissingGeneType
LOC103844060	LOC103844060	MissingGeneType
LOC103844064	LOC103844064	MissingGeneType
LOC103844062	LOC103844062	MissingGeneType
LOC103867691	LOC103867691	MissingGeneType
LOC103844059	LOC103844059	MissingGeneType
LOC103844056	LOC103844056	MissingGeneType
LOC103844057	LOC103844057	MissingGeneType
LOC103844054	LOC103844054	MissingGeneType
LOC103844053	LOC103844053	MissingGeneType
LOC117128940	LOC117128940	MissingGeneType
LOC103844419	LOC103844419	MissingGeneType
LOC117129015	LOC117129015	MissingGeneType
LOC103844049	LOC103844049	MissingGeneType
LOC103844046	LOC103844046	MissingGeneType
LOC103844047	LOC103844047	MissingGeneType
LOC103844048	LOC103844048	MissingGeneType
LOC108870112	LOC108870112	MissingGeneType
LOC103844045	LOC103844045	MissingGeneType
LOC103844043	LOC103844043	MissingGeneType
LOC103844042	LOC103844042	MissingGeneType
LOC103844417	LOC103844417	MissingGeneType
LOC103844041	LOC103844041	MissingGeneType
LOC103844040	LOC103844040	MissingGeneType
LOC103844038	LOC103844038	MissingGeneType
LOC103844036	LOC103844036	MissingGeneType
LOC103844037	LOC103844037	MissingGeneType
LOC103844035	LOC103844035	MissingGeneType
TRNAI-AAU	TRNAI-AAU	MissingGeneType
LOC103844034	LOC103844034	MissingGeneType
LOC103844033	LOC103844033	MissingGeneType
LOC103844032	LOC103844032	MissingGeneType
LOC103844030	LOC103844030	MissingGeneType
LOC103844031	LOC103844031	MissingGeneType
LOC103844027	LOC103844027	MissingGeneType
LOC103844028	LOC103844028	MissingGeneType
LOC103844026	LOC103844026	MissingGeneType
TRNAA-AGC_1	TRNAA-AGC_1	MissingGeneType
LOC103844024	LOC103844024	MissingGeneType
LOC103844025	LOC103844025	MissingGeneType
LOC103844023	LOC103844023	MissingGeneType
LOC103844022	LOC103844022	MissingGeneType
LOC103844020	LOC103844020	MissingGeneType
LOC108870236	LOC108870236	MissingGeneType
LOC103844017	LOC103844017	MissingGeneType
LOC103844018	LOC103844018	MissingGeneType
LOC103844016	LOC103844016	MissingGeneType
LOC103844015	LOC103844015	MissingGeneType
LOC103844014	LOC103844014	MissingGeneType
LOC103844013	LOC103844013	MissingGeneType
LOC103844012	LOC103844012	MissingGeneType
LOC103844010	LOC103844010	MissingGeneType
LOC117129017	LOC117129017	MissingGeneType
LOC103844008	LOC103844008	MissingGeneType
LOC103844007	LOC103844007	MissingGeneType
LOC103844006	LOC103844006	MissingGeneType
LOC103844005	LOC103844005	MissingGeneType
LOC103844004	LOC103844004	MissingGeneType
TRNAR-CCU	TRNAR-CCU	MissingGeneType
TRNAG-GCC_1	TRNAG-GCC_1	MissingGeneType
LOC103844003	LOC103844003	MissingGeneType
LOC117129470	LOC117129470	MissingGeneType
TRNAG-GCC_2	TRNAG-GCC_2	MissingGeneType
LOC103844001	LOC103844001	MissingGeneType
LOC103843999	LOC103843999	MissingGeneType
LOC103844000	LOC103844000	MissingGeneType
LOC103843998	LOC103843998	MissingGeneType
LOC103843997	LOC103843997	MissingGeneType
LOC103843996	LOC103843996	MissingGeneType
LOC103843994	LOC103843994	MissingGeneType
LOC103843993	LOC103843993	MissingGeneType
LOC103843992	LOC103843992	MissingGeneType
TRNAG-GCC_3	TRNAG-GCC_3	MissingGeneType
LOC103843991	LOC103843991	MissingGeneType
LOC103843989	LOC103843989	MissingGeneType
LOC103843988	LOC103843988	MissingGeneType
LOC103843987	LOC103843987	MissingGeneType
LOC103844415	LOC103844415	MissingGeneType
LOC103843986	LOC103843986	MissingGeneType
LOC117129263	LOC117129263	MissingGeneType
LOC103843985	LOC103843985	MissingGeneType
LOC103844414	LOC103844414	MissingGeneType
LOC103843983	LOC103843983	MissingGeneType
LOC103843982	LOC103843982	MissingGeneType
LOC103843981	LOC103843981	MissingGeneType
LOC103843979	LOC103843979	MissingGeneType
LOC103843978	LOC103843978	MissingGeneType
LOC117128952	LOC117128952	MissingGeneType
LOC103844410	LOC103844410	MissingGeneType
LOC103843976	LOC103843976	MissingGeneType
LOC117129385	LOC117129385	MissingGeneType
LOC103843975	LOC103843975	MissingGeneType
LOC103844409	LOC103844409	MissingGeneType
LOC103843972	LOC103843972	MissingGeneType
LOC103843974	LOC103843974	MissingGeneType
LOC117128997	LOC117128997	MissingGeneType
LOC103843971	LOC103843971	MissingGeneType
LOC103843969	LOC103843969	MissingGeneType
LOC103843970	LOC103843970	MissingGeneType
LOC103843967	LOC103843967	MissingGeneType
LOC103843968	LOC103843968	MissingGeneType
LOC103843966	LOC103843966	MissingGeneType
LOC108870160	LOC108870160	MissingGeneType
LOC103843964	LOC103843964	MissingGeneType
LOC103843963	LOC103843963	MissingGeneType
LOC103843961	LOC103843961	MissingGeneType
LOC103843960	LOC103843960	MissingGeneType
